meta_source,meta_time,meta_event,meta_session,timestamp,vehicle_id,outing,lap,value,expire_at
kafka:gr-raw,2025-04-26T21:35:50.547Z,I_R02_2025-04-27,R1,2025-04-26T21:35:46.607Z,GR86-022-13,0,16,149256,
kafka:gr-raw,2025-04-26T21:33:17.901Z,I_R02_2025-04-27,R1,2025-04-26T21:33:17.315Z,GR86-022-13,0,15,150000,
kafka:gr-raw,2025-04-26T21:30:47.703Z,I_R02_2025-04-27,R1,2025-04-26T21:30:47.315Z,GR86-022-13,0,14,221022,
kafka:gr-raw,2025-04-26T21:27:07.541Z,I_R02_2025-04-27,R1,2025-04-26T21:27:06.294Z,GR86-022-13,0,13,212801,
kafka:gr-raw,2025-04-26T21:23:34.481Z,I_R02_2025-04-27,R1,2025-04-26T21:23:33.485Z,GR86-022-13,0,12,149200,
kafka:gr-raw,2025-04-26T21:21:04.574Z,I_R02_2025-04-27,R1,2025-04-26T21:21:04.324Z,GR86-022-13,0,11,148756,
kafka:gr-raw,2025-04-26T21:18:36.200Z,I_R02_2025-04-27,R1,2025-04-26T21:18:35.534Z,GR86-022-13,0,10,44,
kafka:gr-raw,2025-04-26T21:18:36.192Z,I_R02_2025-04-27,R1,2025-04-26T21:18:35.526Z,GR86-022-13,0,11,0,
kafka:gr-raw,2025-04-26T21:18:36.191Z,I_R02_2025-04-27,R1,2025-04-26T21:18:35.524Z,GR86-022-13,0,10,148712,
kafka:gr-raw,2025-04-26T21:16:08.482Z,I_R02_2025-04-27,R1,2025-04-26T21:16:06.813Z,GR86-022-13,0,9,148887,
kafka:gr-raw,2025-04-26T21:13:40.173Z,I_R02_2025-04-27,R1,2025-04-26T21:13:37.874Z,GR86-022-13,0,8,148889,
kafka:gr-raw,2025-04-26T21:11:10.075Z,I_R02_2025-04-27,R1,2025-04-26T21:11:09.004Z,GR86-022-13,0,7,148800,
kafka:gr-raw,2025-04-26T21:08:40.962Z,I_R02_2025-04-27,R1,2025-04-26T21:08:40.196Z,GR86-022-13,0,6,149601,
kafka:gr-raw,2025-04-26T21:06:15.487Z,I_R02_2025-04-27,R1,2025-04-26T21:06:10.605Z,GR86-022-13,0,5,150179,
kafka:gr-raw,2025-04-26T21:03:41.833Z,I_R02_2025-04-27,R1,2025-04-26T21:03:40.394Z,GR86-022-13,0,4,149864,
kafka:gr-raw,2025-04-26T21:01:14.175Z,I_R02_2025-04-27,R1,2025-04-26T21:01:10.564Z,GR86-022-13,0,3,46,
