expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,telemetry_name,telemetry_value,timestamp,vehicle_id,vehicle_number
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:58.149Z,GR86-002-2,0,Steering_Angle,-1.0,2025-04-25T00:31:49.054Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:58.149Z,GR86-002-2,0,nmot,6786.0,2025-04-25T00:31:49.054Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:58.149Z,GR86-002-2,0,speed,117.61,2025-04-25T00:31:49.054Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,accx_can,0.233,2025-04-25T00:31:49.011Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,accy_can,-0.031,2025-04-25T00:31:49.011Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,ath,100.0,2025-04-25T00:31:49.011Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,pbrake_r,0.0,2025-04-25T00:31:49.011Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,pbrake_f,0.0,2025-04-25T00:31:49.011Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,gear,2.0,2025-04-25T00:31:49.011Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,Steering_Angle,-1.3,2025-04-25T00:31:49.011Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,accx_can,0.231,2025-04-25T00:31:48.967Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,accy_can,-0.033,2025-04-25T00:31:48.967Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,ath,99.98,2025-04-25T00:31:48.967Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,pbrake_r,0.0,2025-04-25T00:31:48.967Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,pbrake_f,0.0,2025-04-25T00:31:48.967Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,gear,2.0,2025-04-25T00:31:48.967Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.031Z,GR86-002-2,0,Steering_Angle,-1.3,2025-04-25T00:31:48.967Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.030Z,GR86-002-2,0,accx_can,0.252,2025-04-25T00:31:48.922Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.030Z,GR86-002-2,0,accy_can,-0.032,2025-04-25T00:31:48.922Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.030Z,GR86-002-2,0,ath,100.0,2025-04-25T00:31:48.922Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.030Z,GR86-002-2,0,pbrake_r,0.0,2025-04-25T00:31:48.922Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.030Z,GR86-002-2,0,pbrake_f,0.0,2025-04-25T00:31:48.922Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.030Z,GR86-002-2,0,gear,2.0,2025-04-25T00:31:48.922Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:51.030Z,GR86-002-2,0,Steering_Angle,-1.3,2025-04-25T00:31:48.922Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,accx_can,0.244,2025-04-25T00:31:48.879Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,accy_can,-0.049,2025-04-25T00:31:48.879Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,ath,100.0,2025-04-25T00:31:48.879Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,pbrake_r,0.0,2025-04-25T00:31:48.879Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,pbrake_f,0.0,2025-04-25T00:31:48.879Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,gear,2.0,2025-04-25T00:31:48.879Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,Steering_Angle,-1.4,2025-04-25T00:31:48.879Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,nmot,6693.0,2025-04-25T00:31:48.834Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,speed,115.83,2025-04-25T00:31:48.834Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,accx_can,0.24,2025-04-25T00:31:48.834Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,accy_can,-0.038,2025-04-25T00:31:48.834Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,ath,100.01,2025-04-25T00:31:48.834Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,pbrake_r,0.0,2025-04-25T00:31:48.834Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,pbrake_f,0.0,2025-04-25T00:31:48.834Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,gear,2.0,2025-04-25T00:31:48.834Z,GR86-002-2,2
,1,I_R02_2025-04-27,R2,kafka:gr-raw,2025-04-27T17:14:50.946Z,GR86-002-2,0,Steering_Angle,-2.8000000000000003,2025-04-25T00:31:48.834Z,GR86-002-2,2
